,Amenaza,Repeticiones,%_Aparicion_dataset
4211,"salmonella enterica ser. paratyphi b,too high count of enterobacteriaceae",1,1.6255933415696728e-05
4212,"almond undeclared,incorrect labelling,soya undeclared,walnut undeclared",1,1.6255933415696728e-05
4213,"infested with insects,spoilage",1,1.6255933415696728e-05
4214,"clostridium perfringens,salmonella enterica ser. enteritidis",1,1.6255933415696728e-05
4215,"prohibited substance chloramphenicol,unauthorised genetically modified",1,1.6255933415696728e-05
4216,disulfoton,1,1.6255933415696728e-05
4217,"residue level above mrl for ciprofloxacin,residue level above mrl for oxytetracycline",1,1.6255933415696728e-05
4218,pymetrozine,1,1.6255933415696728e-05
4219,"salmonella,salmonella enterica ser. aarhus",1,1.6255933415696728e-05
4220,"salmonella,salmonella enterica ser. enteritidis,salmonella enterica ser. newport",1,1.6255933415696728e-05
4221,unauthorised feed additive sodium monofluorophosphate,1,1.6255933415696728e-05
4222,"best before date exceeded,poor traceability records",1,1.6255933415696728e-05
4223,"contaminated with faeces,infested with larvae of insects",1,1.6255933415696728e-05
4224,"high count of yeasts,infested with moulds,too high count of enterobacteriaceae,too high count of total coliforms",1,1.6255933415696728e-05
4225,"fish protein,mammalian protein",1,1.6255933415696728e-05
4226,"e 1520 - propylene glycol unauthorised,e 459 - beta-cyclodextrin unauthorised,e 492 - sorbitan tristearate unauthorised,e 999 - extract of quillaia unauthorised,unauthorised substance monosodium aspartate",1,1.6255933415696728e-05
4227,"fish undeclared,gluten undeclared,sesame undeclared,shrimp undeclared,soya undeclared",1,1.6255933415696728e-05
4228,"salmonella enterica ser. stanley,salmonella enterica subsp. houtenae (vi),salmonella enterica subsp. salamae (ii)",1,1.6255933415696728e-05
4229,"aflatoxins,high content of cyanide",1,1.6255933415696728e-05
4230,unauthorised novel food ingredient ilex guayusa,1,1.6255933415696728e-05
4231,"high content of caffeine,high content of vitamin b6,unauthorised ingredient",1,1.6255933415696728e-05
4232,dangerous,1,1.6255933415696728e-05
4233,"salmonella enterica ser. infantis,salmonella enterica ser. mbandaka,salmonella enterica ser. oranienburg,salmonella enterica ser. typhimurium",1,1.6255933415696728e-05
4234,"unauthorised colour sudan 1,unauthorised colour methyl yellow",1,1.6255933415696728e-05
4235,"prohibited substance chloramphenicol,sulfamethoxazole unauthorised,trimethoprim unauthorised",1,1.6255933415696728e-05
4236,"high content of copper,high content of lead,high content of zinc",1,1.6255933415696728e-05
4237,"unauthorised substance synephrine,unauthorised substance vinpocetine",1,1.6255933415696728e-05
4238,"salmonella enterica ser. cerro,salmonella enterica ser. mbandaka,salmonella enterica ser. senftenberg",1,1.6255933415696728e-05
4239,"sweetener e 950 - acesulfame k unauthorised,sweetener e 951 - aspartame unauthorised,too high content of colour",1,1.6255933415696728e-05
4240,"gluten undeclared,unauthorised use of colour e 129 - allura red ac",1,1.6255933415696728e-05
4241,"fraudulent use of health mark,unauthorised operator",1,1.6255933415696728e-05
4242,coagulase-negative staphylococcus,1,1.6255933415696728e-05
4243,"salmonella enterica ser. rissen,salmonella enterica ser. typhimurium,foodborne outbreak",1,1.6255933415696728e-05
4244,"malathion,methomyl,unauthorised substance carbendazim,unauthorised substance fipronil,unauthorised substance profenofos",1,1.6255933415696728e-05
4245,salmonella enterica ser. stourbridge,1,1.6255933415696728e-05
4246,salmonella enterica ser. lomita,1,1.6255933415696728e-05
4247,"unauthorised substance chlorfenapyr,unauthorised substance procymidone",1,1.6255933415696728e-05
4248,"salmonella enterica ser. montevideo,salmonella enterica ser. münster",1,1.6255933415696728e-05
4249,"escherichia coli,salmonella,sulphite reducing anaerobes",1,1.6255933415696728e-05
4250,"salmonella enterica ser. redhill,salmonella enterica ser. senftenberg",1,1.6255933415696728e-05
4251,salmonella enterica ser. typhimurium dt 7,1,1.6255933415696728e-05
4252,"lasalocid unauthorised,nicarbazin unauthorised",1,1.6255933415696728e-05
4253,"vibrio vulnificus,high aerobic plate count",1,1.6255933415696728e-05
4254,"captan,sulphite undeclared,unauthorised substance iprodione",1,1.6255933415696728e-05
4255,"poor temperature control - rupture of the cold chain -,risk of chemical contamination",1,1.6255933415696728e-05
4256,"aflatoxins,unauthorised operator",1,1.6255933415696728e-05
4257,"salmonella enterica ser. agona,salmonella enterica ser. augustenborg",1,1.6255933415696728e-05
4258,"unauthorised novel food ingredient hoodia gordonii,unauthorised novel food ingredient agmatine sulphate",1,1.6255933415696728e-05
4259,"unauthorised substance sildenafil,unauthorised substance sildenafil thiono analogue,unauthorised substance tadalafil",1,1.6255933415696728e-05
4260,"sweetener e 951 - aspartame undeclared,unauthorised colour acid red 52",1,1.6255933415696728e-05
4261,"boscalid,chlorpyrifos,dimethomorph,kresoxim-methyl,metrafenone,pyraclostrobin",1,1.6255933415696728e-05
4262,"salmonella,salmonella enterica ser. blockley,salmonella enterica ser. caracas,salmonella enterica ser. havana",1,1.6255933415696728e-05
4263,"acetamiprid,chlorpyrifos,flubendiamide,unauthorised substance amitraz",1,1.6255933415696728e-05
4264,"salmonella enterica ser. nchanga,salmonella enterica ser. telaviv",1,1.6255933415696728e-05
4265,"unauthorised ingredient,unauthorised substance hordenine",1,1.6255933415696728e-05
4266,too low content of selenium,1,1.6255933415696728e-05
4267,"coumaphos unauthorised,unauthorised substance chlorfenvinphos",1,1.6255933415696728e-05
4268,salmonella group e,1,1.6255933415696728e-05
4269,listeria welshimeri,1,1.6255933415696728e-05
4270,"diethion,unauthorised substance acephate,unauthorised substance hexaconazole,unauthorised substance methamidophos,unauthorised substance profenofos",1,1.6255933415696728e-05
4271,"chlorothalonil,unauthorised substance endosulfan",1,1.6255933415696728e-05
4272,"imidacloprid,spiromesifen",1,1.6255933415696728e-05
4273,"arsenic,too high content of sulphite",1,1.6255933415696728e-05
4274,"chlorpyrifos-methyl,lambda-cyhalothrin",1,1.6255933415696728e-05
4275,"migration of chromium,migration of colour,migration of nickel,migration of primary aromatic amines",1,1.6255933415696728e-05
4276,"acetamiprid,imidacloprid,thiamethoxam,unauthorised substance carbendazim,unauthorised substance profenofos",1,1.6255933415696728e-05
4277,"salmonella enterica ser. amsterdam,salmonella enterica ser. livingstone",1,1.6255933415696728e-05
4278,"acetamiprid,unauthorised substance diafenthiuron,unauthorised substance fipronil",1,1.6255933415696728e-05
4279,prohibited substance ronidazole,1,1.6255933415696728e-05
4280,"aflatoxins,infested with moulds,ochratoxin a",1,1.6255933415696728e-05
4281,"cypermethrin,difenoconazole",1,1.6255933415696728e-05
4282,"salmonella enterica ser. lexington,salmonella enterica ser. mbandaka",1,1.6255933415696728e-05
4283,"salmonella enterica ser. rissen,salmonella enterica ser. typhimurium",1,1.6255933415696728e-05
4284,"absence of labelling,aflatoxins,ochratoxin a",1,1.6255933415696728e-05
4285,"unauthorised food additive e 925 - chlorine,unauthorised food additive e 928 - benzoyl peroxide",1,1.6255933415696728e-05
4286,salmonella enterica ser. stendal,1,1.6255933415696728e-05
4287,"e 1421 - acetylated starch unauthorised,e 365 - sodium fumarate unauthorised",1,1.6255933415696728e-05
4288,"acetamiprid,unauthorised substance dinotefuran,unauthorised substance tolfenpyrad",1,1.6255933415696728e-05
4289,"campylobacter jejuni,salmonella enterica ser. stanley",1,1.6255933415696728e-05
4290,"citrulline malate unauthorised,unauthorised novel food ingredient creatine derivative,unauthorised substance n-acetyl tyrosine,unauthorised substance arginine alphaketoglutarate,unauthorised substance arginine-malate",1,1.6255933415696728e-05
4291,"salmonella,salmonella enterica ser. poona",1,1.6255933415696728e-05
4292,"bacillus cereus,unauthorised irradiation",1,1.6255933415696728e-05
4293,"salmonella enterica ser. virchow,enterotoxin producing bacillus cereus",1,1.6255933415696728e-05
4294,"metalaxyl,unauthorised substance omethoate,unauthorised substance triazophos",1,1.6255933415696728e-05
4295,"benzo(a)pyrene,polycyclic aromatic hydrocarbons,poor hygienic state,unauthorised operator",1,1.6255933415696728e-05
4296,"lufenuron,unauthorised substance hexaflumuron",1,1.6255933415696728e-05
4297,"unauthorised substance acephate,unauthorised substance methamidophos,unauthorised substance monocrotophos,unauthorised substance profenofos",1,1.6255933415696728e-05
4298,"cypermethrin,unauthorised substance endosulfan,unauthorised substance hexaconazole",1,1.6255933415696728e-05
4299,flufenoxuron,1,1.6255933415696728e-05
4300,"salmonella enterica ser. caracas,salmonella enterica ser. montevideo,salmonella enterica ser. nchanga",1,1.6255933415696728e-05
4301,"salmonella,salmonella enterica ser. typhimurium dt 193 - multiresistant",1,1.6255933415696728e-05
4302,"dimethoate,oxamyl,unauthorised substance omethoate",1,1.6255933415696728e-05
4303,"high content of caffeine,unauthorised novel food ingredient agmatine sulphate,unauthorised substance 1,3-dimethylamylamine (dmaa),unauthorised substance beta-alanine,unauthorised substance yohimbine",1,1.6255933415696728e-05
4304,"sweetener e 950 - acesulfame k unauthorised,sweetener e 951 - aspartame unauthorised,sweetener e 952 - cyclamate unauthorised,sweetener e 954 - saccharin unauthorised",1,1.6255933415696728e-05
4305,"too high content of colour e 102 - tartrazine,too high content of colour e 124 - ponceau 4r / cochineal red a,too high content of colour e 151 - brilliant black bn / black pn",1,1.6255933415696728e-05
4306,"azoxystrobin,myclobutanil,penconazole,pyrimethanil,tetraconazole,trifloxystrobin,unauthorised substance iprodione",1,1.6255933415696728e-05
4307,"salmonella enterica ser. mbandaka,salmonella enterica ser. worthington",1,1.6255933415696728e-05
4308,"salmonella enterica ser. braenderup,salmonella enterica ser. münchen",1,1.6255933415696728e-05
4309,"dead insects,infested with moulds,unsuitable organoleptic characteristics",1,1.6255933415696728e-05
4310,"oxamyl,unauthorised substance fipronil",1,1.6255933415696728e-05
4311,"too high content of colour e 122 - azorubine,unauthorised use of colour e 123 - amaranth",1,1.6255933415696728e-05
4312,"unauthorised substance chlorfenapyr,unauthorised substance fipronil",1,1.6255933415696728e-05
4313,"bacillus cereus,foodborne outbreak suspected",1,1.6255933415696728e-05
4314,"fraud,unidentified colour",1,1.6255933415696728e-05
4315,"high aerobic plate count,high count of pseudomonas spp.",1,1.6255933415696728e-05
4316,illegal use,1,1.6255933415696728e-05
4317,"sulfadimidine unauthorised,sulfonamide unauthorised",1,1.6255933415696728e-05
4318,"aflatoxins,unauthorised substance ethion",1,1.6255933415696728e-05
4319,"bacillus cereus,salmonella enterica ser. infantis",1,1.6255933415696728e-05
4320,"bacillus cereus,too high count of enterobacteriaceae,too high count of escherichia coli",1,1.6255933415696728e-05
4321,"absence of health certificate(s),suspicion of attempt to illegally import",1,1.6255933415696728e-05
4322,"dimethoate,methiocarb,unauthorised substance omethoate",1,1.6255933415696728e-05
4323,salmonella enterica ser. neukoelln,1,1.6255933415696728e-05
4324,"salmonella enterica ser. newport,salmonella enterica ser. potsdam",1,1.6255933415696728e-05
4325,"unauthorised substance ethion,unauthorised substance hexaflumuron",1,1.6255933415696728e-05
4326,"cadmium,microbial contamination",1,1.6255933415696728e-05
4327,"e 223 - sodium metabisulphite unauthorised,e 418 - gellan gum unauthorised,unauthorised use of colour e 123 - amaranth",1,1.6255933415696728e-05
4328,citral undeclared,1,1.6255933415696728e-05
4329,"abamectin,acetamiprid,pyridaben,unauthorised substance dithiocarbamates",1,1.6255933415696728e-05
4330,"salmonella enterica ser. dahra,salmonella enterica ser. hemingford,salmonella enterica ser. logone",1,1.6255933415696728e-05
4331,"absence of health certificate(s),poor traceability records",1,1.6255933415696728e-05
4332,"unauthorised anabolic-androgenic steroids,unauthorised substance 1,3-dimethylamylamine (dmaa)",1,1.6255933415696728e-05
4333,"dimethoate,unauthorised substance dinotefuran",1,1.6255933415696728e-05
4334,"fludioxonil,penconazole,pirimiphos-methyl,pyrimethanil,unauthorised substance fenpropathrin",1,1.6255933415696728e-05
4335,unauthorised feed additive colistin,1,1.6255933415696728e-05
4336,"bromopropylate,imazalil",1,1.6255933415696728e-05
4337,"traces of almond,traces of cashew nut",1,1.6255933415696728e-05
4338,salmonella enterica ser. lattenkamp,1,1.6255933415696728e-05
4339,"bacillus cereus,unauthorised substance magnesium orotate",1,1.6255933415696728e-05
4340,"unauthorised ingredient,unauthorised substance higenamine",1,1.6255933415696728e-05
4341,salmonella enterica ser. rhone,1,1.6255933415696728e-05
4342,"e 210 - benzoic acid unauthorised,insufficient labelling",1,1.6255933415696728e-05
4343,"spinosad,unauthorised substance carbofuran,unauthorised substance dithiocarbamates",1,1.6255933415696728e-05
4344,"aflatoxins,prohibited substance ddt",1,1.6255933415696728e-05
4345,"unauthorised colour acid red 52,unauthorised colour rhodamine b",1,1.6255933415696728e-05
4346,syprodiinil,1,1.6255933415696728e-05
4347,"traces of celery,traces of milk,traces of mustard,traces of soya,traces of wheat",1,1.6255933415696728e-05
4348,"salmonella,fragments of bones of land animals",1,1.6255933415696728e-05
4349,"aspergillus moulds,penicillium moulds,altered organoleptic characteristics",1,1.6255933415696728e-05
4350,"e 202 - potassium sorbate undeclared,sulphite undeclared",1,1.6255933415696728e-05
4351,"unauthorised substance anthraquinone,unauthorised substance carbendazim",1,1.6255933415696728e-05
4352,"chlorpyrifos,dimethoate,flutriafol,imidacloprid,unauthorised substance omethoate",1,1.6255933415696728e-05
4353,"fish undeclared,gluten undeclared,mislabelled,soya undeclared",1,1.6255933415696728e-05
4354,"chlorantraniliprole,diflubenzuron,flonicamid,flubendiamide,tebuconazole,unauthorised substance dinotefuran,unauthorised substance tolfenpyrad",1,1.6255933415696728e-05
4355,"salmonella,staphylococcus aureus,too high count of thermotolerant coliforms",1,1.6255933415696728e-05
4356,"acetamiprid,formetanate,pyridaben,unauthorised substance chlorpyrifos-methyl",1,1.6255933415696728e-05
4357,"improper packaging,infested with insects,spider webs",1,1.6255933415696728e-05
4358,e 640 - glycine unauthorised,1,1.6255933415696728e-05
4359,"salmonella enterica ser. javiana,salmonella enterica ser. rubislaw,salmonella enterica ser. sandiego",1,1.6255933415696728e-05
4360,"unauthorised novel food ingredient agmatine sulphate,unauthorised substance n-nicotinoyl-gaba",1,1.6255933415696728e-05
4361,"too high intake of vitamin b6,too high intake of zinc,unauthorised novel food ingredient yohimbe bark extract",1,1.6255933415696728e-05
4362,"too high content of sweetener e 952 - cyclamate,too high content of sweetener e 954 - saccharin,unauthorised use of colour e 123 - amaranth",1,1.6255933415696728e-05
4363,"spoilage,unsuitable transport conditions",1,1.6255933415696728e-05
4364,"unauthorised novel food ingredient agmatine sulphate,unauthorised novel food ingredient betaine",1,1.6255933415696728e-05
4365,"sweetener e 950 - acesulfame k unauthorised,sweetener e 954 - saccharin unauthorised",1,1.6255933415696728e-05
4366,salmonella enterica ser. kisil,1,1.6255933415696728e-05
4367,"glass particles,stones",1,1.6255933415696728e-05
4368,"too high content of colour e 110 - sunset yellow fcf,unauthorised colour",1,1.6255933415696728e-05
4369,"unauthorised novel food ingredient epimedium grandiflorum,unauthorised novel food ingredient mucuna pruriens",1,1.6255933415696728e-05
4370,"salmonella enterica ser. derby,salmonella enterica ser. infantis,high count of enterobacteriaceae",1,1.6255933415696728e-05
4371,cristalsulphate,1,1.6255933415696728e-05
4372,"unauthorised substance sibutramine,unauthorised substance sildenafil",1,1.6255933415696728e-05
4373,"absence of health mark,altered organoleptic characteristics",1,1.6255933415696728e-05
4374,"salmonella enterica ser. gaminara,salmonella enterica ser. senftenberg",1,1.6255933415696728e-05
4375,"unauthorised novel food ingredient gynostemma pentaphyllum,unauthorised substance vinburnine,unauthorised substance vincamine,unauthorised substance vinpocetine",1,1.6255933415696728e-05
4376,"acetamiprid,ethephon",1,1.6255933415696728e-05
4377,"cypermethrin,unauthorised substance endosulfan",1,1.6255933415696728e-05
4378,"salmonella enterica ser. abaetetuba,salmonella enterica ser. bredeney,salmonella enterica ser. münster",1,1.6255933415696728e-05
4379,"clothianidin,cymoxanil,thiamethoxam,unauthorised substance procymidone",1,1.6255933415696728e-05
4380,"salmonella enterica ser. meleagridis,salmonella enterica ser. rissen,too high count of escherichia coli",1,1.6255933415696728e-05
4381,unauthorised novel food ingredient polymethylsiloxane polyhydrate,1,1.6255933415696728e-05
4382,"mepiquat,unauthorised substance hexaconazole",1,1.6255933415696728e-05
4383,"e 223 - sodium metabisulphite unauthorised,e 316 - sodium erythorbate unauthorised,too high content of e 202 - potassium sorbate",1,1.6255933415696728e-05
4384,"gluten undeclared,unauthorised colour rose bengal",1,1.6255933415696728e-05
4385,"migration of 2-methyl-4'-(methylthio)-2-morpholinopropiophenone,migration of 2.4-diethyl thioxanthone (detx)",1,1.6255933415696728e-05
4386,"acetamiprid,thiophanate-methyl,unauthorised substance carbofuran",1,1.6255933415696728e-05
4387,"acetamiprid,deltamethrin",1,1.6255933415696728e-05
4388,"unauthorised placing on the market,unauthorised substance alpha glycerylphosphorylcholine (gpc),unauthorised substance arginine alphaketoglutarate,unauthorised substance gamma-aminobutyric acid (gaba)",1,1.6255933415696728e-05
4389,bse,1,1.6255933415696728e-05
4390,sarcocystis spp,1,1.6255933415696728e-05
4391,"salmonella enterica ser. typhimurium,salmonella enterica ser. anatum,foodborne outbreak",1,1.6255933415696728e-05
4392,"foodborne outbreak suspected,too low acidity",1,1.6255933415696728e-05
4393,"acetamiprid,bifenthrin,unauthorised substance acephate,unauthorised substance carbendazim,unauthorised substance methamidophos,unauthorised substance monocrotophos,unauthorised substance profenofos,unauthorised substance sulfotep,unauthorised substance triazophos",1,1.6255933415696728e-05
4394,"2-methyl-2-propanol (tert-butanol),isopropanol",1,1.6255933415696728e-05
4395,"absence of labelling,infested with insects,packaging unsuitable for foodstuffs",1,1.6255933415696728e-05
4396,"prohibited substance ephedrine,unauthorised substance yohimbine",1,1.6255933415696728e-05
4397,"migration of bbp - benzyl butyl phthalate,migration of dehp - di(2-ethylhexyl) phthalate",1,1.6255933415696728e-05
4398,"vibrio alginolyticus,vibrio cholerae non o:1/non o:139,vibrio mimicus",1,1.6255933415696728e-05
4399,"unauthorised substance fenpropathrin,unauthorised substance methamidophos",1,1.6255933415696728e-05
4400,"diazinon,phosmet",1,1.6255933415696728e-05
4401,trifloxystrobin,1,1.6255933415696728e-05
4402,"unauthorised colour rhodamine b,unidentified colour",1,1.6255933415696728e-05
4403,unauthorised substance naphthalene,1,1.6255933415696728e-05
4404,"bifenthrin,chlorpyrifos,unauthorised substance carbendazim,unauthorised substance endosulfan,unauthorised substance monocrotophos,unauthorised substance triazophos",1,1.6255933415696728e-05
4405,"cadmium,high content of iodine,insufficient labelling",1,1.6255933415696728e-05
4406,"too high content of barium,too high content of boron",1,1.6255933415696728e-05
4407,synthetic hormones,1,1.6255933415696728e-05
4408,possible presence of poisonous mushrooms,1,1.6255933415696728e-05
4409,"salmonella enterica ser. agona,salmonella enterica ser. rissen,salmonella enterica ser. tennessee",1,1.6255933415696728e-05
4410,salmonella enterica ser. moero,1,1.6255933415696728e-05
4411,unauthorised substance fonofos,1,1.6255933415696728e-05
4412,"anaerobes,too high count of enterobacteriaceae",1,1.6255933415696728e-05
4413,"origin unclear,spoilage",1,1.6255933415696728e-05
4414,"chlorpyrifos,propiconazole,unauthorised substance chlorfenapyr",1,1.6255933415696728e-05
4415,salmonella enterica ser. amager,1,1.6255933415696728e-05
4416,salmonella enterica ser. herston,1,1.6255933415696728e-05
4417,"salmonella enterica ser. braenderup,salmonella enterica ser. canada,salmonella enterica ser. fischerstrasse,salmonella enterica ser. karamoja,salmonella enterica ser. reading",1,1.6255933415696728e-05
4418,"unauthorised use of colour e 124 - ponceau 4r / cochineal red a,unauthorised use of colour e 129 - allura red ac",1,1.6255933415696728e-05
4419,"bacterial growth,bulging packaging",1,1.6255933415696728e-05
4420,"dioxin-like polychlorobifenyls,dioxins,polychlorobifenyls",1,1.6255933415696728e-05
4421,"salmonella enterica ser. brunei,salmonella enterica ser. westhampton",1,1.6255933415696728e-05
4422,"chlorpyrifos,methomyl,unauthorised substance propargite",1,1.6255933415696728e-05
4423,"unauthorised substance calcium potassium phosphate-citrate,unauthorised substance chromium nicotinate,unauthorised substance copper glycinate chelate,unauthorised substance manganese glycinate chelate,unauthorised substance molybdenum glycinate chelate,unauthorised substance zinc glycinate chelate",1,1.6255933415696728e-05
4424,"e 223 - sodium metabisulphite unauthorised,e 321 - butylated hydroxytoluene (bht) unauthorised,e 385 - calcium disodium ethylene diamine tetra acetate (cdedta) unauthorised,too high content of e 202 - potassium sorbate,too high content of e 211 - sodium benzoate",1,1.6255933415696728e-05
4425,"azoxystrobin,metalaxyl,unauthorised substance carbendazim",1,1.6255933415696728e-05
4426,"celery undeclared,lactose undeclared,milk ingredient undeclared,mustard undeclared,soya undeclared",1,1.6255933415696728e-05
4427,"dimethoate,imazalil,thiabendazole",1,1.6255933415696728e-05
4428,too high content of minerals,1,1.6255933415696728e-05
4429,residue level above mrl for chlortetracycline,1,1.6255933415696728e-05
4430,"macrolides unauthorised,penicillin unauthorised,tetracycline unauthorised",1,1.6255933415696728e-05
4431,l-tryptophan,1,1.6255933415696728e-05
4432,campylobacter lari,1,1.6255933415696728e-05
4433,"salmonella enterica ser. meleagridis,salmonella enterica ser. telaviv,salmonella enterica ser. typhimurium",1,1.6255933415696728e-05
4434,"phosmet,unauthorised substance fenthion",1,1.6255933415696728e-05
4435,migration of p-tert-butylbenzoic acid (ptbba),1,1.6255933415696728e-05
4436,"acetamiprid,imazalil,prochloraz",1,1.6255933415696728e-05
4437,"sulphite undeclared,unauthorised colour rhodamine b",1,1.6255933415696728e-05
4438,"bacillus,inadequate thermal processing",1,1.6255933415696728e-05
4439,"acetamiprid,bifenthrin,diethion,unauthorised substance endosulfan,unauthorised substance propargite,unauthorised substance triazophos",1,1.6255933415696728e-05
4440,"high content of caffeine,unauthorised novel food ingredient creatine derivative,unauthorised substance synephrine",1,1.6255933415696728e-05
4441,"prochloraz,unauthorised substance chlorpyrifos,unauthorised substance chlorpyrifos-methyl",1,1.6255933415696728e-05
4442,"too high content of barium,too high content of nitrite,unauthorised placing on the market",1,1.6255933415696728e-05
4443,"infested with insects,presence of poisonous mushrooms",1,1.6255933415696728e-05
4444,"plastic fragments,risk of breakage",1,1.6255933415696728e-05
4445,"acetamiprid,bromide,unauthorised substance carbofuran",1,1.6255933415696728e-05
4446,"salmonella enterica ser. gold coast,salmonella enterica ser. typhimurium",1,1.6255933415696728e-05
4447,"salmonella enterica ser. agona,infested with moulds",1,1.6255933415696728e-05
4448,"bifenthrin,diethion,phosalone,triadimefon,unauthorised substance acephate,unauthorised substance endosulfan,unauthorised substance methamidophos,unauthorised substance profenofos",1,1.6255933415696728e-05
4449,"salmonella enterica ser. morehead,salmonella enterica ser. rubislaw",1,1.6255933415696728e-05
4450,"too high content of colour e 102 - tartrazine,too high content of colour e 110 - sunset yellow fcf,too high content of colour e 129 - allura red ac",1,1.6255933415696728e-05
4451,"unauthorised substance amitraz,unauthorised substance carbofuran,unauthorised substance fipronil",1,1.6255933415696728e-05
4452,"prochloraz,propiconazole,unauthorised substance amitraz,unauthorised substance triazophos",1,1.6255933415696728e-05
4453,unauthorised novel food ingredient jequirity (abrus precatorius),1,1.6255933415696728e-05
4454,"altered organoleptic characteristics,poor hygienic state",1,1.6255933415696728e-05
4455,"unauthorised novel food ingredient dendrobium nobile,unauthorised novel food ingredient mucuna pruriens,unauthorised novel food ingredient tongkat ali (eurycoma longifolia),unauthorised placing on the market,unauthorised substance arginine alphaketoglutarate,unauthorised substance vanadium",1,1.6255933415696728e-05
4456,"high content of synephrine,too high intake of caffeine,unauthorised substance yohimbine",1,1.6255933415696728e-05
4457,"methomyl,spiromesifen,unauthorised substance acephate,unauthorised substance methamidophos,unauthorised substance profenofos",1,1.6255933415696728e-05
4458,"buprofezin,unauthorised substance fenpropathrin",1,1.6255933415696728e-05
4459,"unauthorised novel food ingredient alder buckthorn,unauthorised novel food ingredient senna (cassia angustifolia) leaves",1,1.6255933415696728e-05
4460,"migration of dehp - di(2-ethylhexyl) phthalate,migration of didp - diisodecyl phthalate",1,1.6255933415696728e-05
4461,"contaminated with faeces of rodents,poor hygienic state",1,1.6255933415696728e-05
4462,"incorrect pasteurization process,risk of explosion",1,1.6255933415696728e-05
4463,"salmonella,salmonella enterica ser. agama",1,1.6255933415696728e-05
4464,"incorrect labelling,infested with moulds,packaging unsuitable for foodstuffs",1,1.6255933415696728e-05
4465,"salmonella enterica ser. benin,salmonella enterica ser. chester,salmonella enterica ser. elisabethville",1,1.6255933415696728e-05
4466,"cyprodinil,imazalil,prochloraz",1,1.6255933415696728e-05
4467,"salmonella enterica ser. stanley,unauthorised substance acephate",1,1.6255933415696728e-05
4468,salmonella enterica ser. teshie,1,1.6255933415696728e-05
4469,"e 210 - benzoic acid unauthorised,e 210 - benzoic acid undeclared",1,1.6255933415696728e-05
4470,"dimethoate,unauthorised substance omethoate,unauthorised substance prothiofos",1,1.6255933415696728e-05
4471,"unauthorised novel food ingredient 2-dimethylaminoethanol (dmea),unauthorised novel food ingredient rauwolfia vomitoria root extract,unauthorised substance huperzine a",1,1.6255933415696728e-05
4472,"salmonella enterica ser. stanley,salmonella enterica ser. umbilo",1,1.6255933415696728e-05
4473,"infested with insects,infested with moulds,unsuitable organoleptic characteristics",1,1.6255933415696728e-05
4474,inadequate vacuum packaging,1,1.6255933415696728e-05
4475,"high content of caffeine,poor traceability records,presence of gluten",1,1.6255933415696728e-05
4476,"imidacloprid,unauthorised substance profenofos",1,1.6255933415696728e-05
4477,"prohibited substance nitrofuran (metabolite) furaltadone (amoz),prohibited substance nitrofuran (metabolite) furazolidone (aoz),prohibited substance nitrofuran (metabolite) nitrofurazone (sem)",1,1.6255933415696728e-05
4478,"unauthorised novel food ingredient paulownia extract,unauthorised substance phenethylamine",1,1.6255933415696728e-05
4479,"suspected unfit for human consumption,use-by date exceeded",1,1.6255933415696728e-05
4480,"peanut undeclared,sulphite undeclared",1,1.6255933415696728e-05
4481,"staphylococcus aureus,high aerobic plate count,spoilage",1,1.6255933415696728e-05
4482,"bacillus cereus,salmonella enterica ser. stanley",1,1.6255933415696728e-05
4483,"salmonella enterica ser. give,salmonella enterica ser. livingstone",1,1.6255933415696728e-05
4484,"defective packaging,infested with insects,infested with moulds",1,1.6255933415696728e-05
4485,"residue level above mrl for lasalocid,residues of narasin",1,1.6255933415696728e-05
4486,risk of favism due to undeclared broad beans,1,1.6255933415696728e-05
4487,unauthorised substance gamma-aminobutyric acid (gaba),1,1.6255933415696728e-05
4488,"traces of almond,traces of hazelnut",1,1.6255933415696728e-05
4489,"traces of gluten,traces of wheat",1,1.6255933415696728e-05
4490,migration of dimethyl phthalate (dmp),1,1.6255933415696728e-05
4491,"infested with larvae of insects,spider webs",1,1.6255933415696728e-05
4492,"buprofezin,pyridaben",1,1.6255933415696728e-05
4493,"salmonella enterica ser. agona,salmonella enterica ser. schwarzengrund",1,1.6255933415696728e-05
4494,"methomyl,unauthorised substance carbendazim,unauthorised substance procymidone",1,1.6255933415696728e-05
4495,"famoxadone,unauthorised substance permethrin",1,1.6255933415696728e-05
4496,"azinphos-methyl,unauthorised substance carbaryl",1,1.6255933415696728e-05
4497,"deltamethrin,unauthorised substance tricyclazole",1,1.6255933415696728e-05
4498,"acetamiprid,formetanate,pirimiphos-methyl,pyridaben",1,1.6255933415696728e-05
4499,"magnesium aspartate unauthorised,too high intake of curcumin,too high intake of vitamin b6,toxic herbal extracts,unauthorised substance 5-hydroxytryptophan (5-htp),unauthorised substance melatonin",1,1.6255933415696728e-05
4500,"too high content of colour,undeclared colour e 124 - ponceau 4r / cochineal red a",1,1.6255933415696728e-05
4501,"smell of disinfectant/sanitiser,taste of disinfectant/sanitiser",1,1.6255933415696728e-05
4502,"salmonella enterica ser. livingstone,salmonella enterica ser. tennessee",1,1.6255933415696728e-05
4503,"too high content of colour e 110 - sunset yellow fcf,unauthorised use of colour e 102 - tartrazine",1,1.6255933415696728e-05
